id,kind,label,owner_domain,criticality,fidelity,twin_ref,repo,sha,identity_model,build,health,fidelity_evidence,confidence,lanes,source_refs
db:api-monolith/mysql,datastore,"MySQL 8.0 — api_local stand-in for the monolith API DB (hand-written DDL, NOT the real schema)",api-monolith,P0,behavioural_placeholder,ENV2_COMPOSE/docker-compose.yml service `mysql-apidb-stub` (volume mysql-apidb-data),,,,,,"running container env2_compose-mysql-apidb-stub-1 (healthy). DDL drift vs production is documented (CURRENT_TWIN_FIDELITY.md gap #8: fund_transfer_attempt, payout_status_details, banking_account names; payouts_details.id; reversals.payout_id/fees; balance.primary; no features unique index) — seeds/mysql/apidb-ddl/00_init.sql + seeds/schema-patches/apidb.sql",confirmed,twin-inventory,
db:arena/kafka,datastore,Apache Kafka 3.8 (KRaft) — rx-fts-status-update-events,platform,P1,real_source_running,ENV2_COMPOSE/docker-compose.yml service `kafka` (volume kafka-data),,,,,,"running container env2_compose-kafka-1 (healthy). real engine, schema created by the repo's own migration binary (platform-migrate)",confirmed,twin-inventory,
db:arena/localstack,datastore,LocalStack 3.8 — SQS/SNS (38 queues seeded),platform,P0,real_source_running,ENV2_COMPOSE/docker-compose.yml service `localstack` (volume localstack-data),,,,,,"running container env2_compose-localstack-1 (healthy). real engine, schema created by the repo's own migration binary (platform-migrate)",confirmed,twin-inventory,
db:arena/redis,datastore,Redis 7 — shared cache/mutex/reservation store,platform,P0,real_source_running,ENV2_COMPOSE/docker-compose.yml service `redis` (volume redis-data),,,,,,"running container env2_compose-redis-1 (healthy). real engine, schema created by the repo's own migration binary (platform-migrate)",confirmed,twin-inventory,
db:banking-accounts/mysql,datastore,MySQL 8.0 -- banking_account schema (goose SQL migrations),banking-accounts,P1,real_source_running,ENV2_COMPOSE/docker-compose.m11.yml service `mysql-bas` (image mysql:8.0),repo:banking-accounts,c3fc1fe8ae41a528a4a3d7ed1b0ec9dad6f98141,,,,,confirmed,m11-trust-path;money-and-statements,ENV2_COMPOSE/docker-compose.m11.yml;banking-accounts/internal/bootstrap/bootstrap.go:179
db:batch/postgres,datastore,"Batch service Postgres (batches, batch_entries, batch_types, file_store)",batch,P0,graph_only,,,,,,,absent from the twin,confirmed,identity-ingress,batch/ARCHITECTURE.md:17;batch/src/main/java/com/razorpay/batch/entity/Batch.java:1
db:cfa/mongo,datastore,MongoDB 6.0 — cfa,cfa,P1,real_source_running,ENV2_COMPOSE/docker-compose.yml service `mongo-cfa` (volume mongo-cfa-data),,,,,,"running container env2_compose-mongo-cfa-1 (healthy). real engine, schema created by the repo's own migration binary (cfa-migrate)",confirmed,twin-inventory,
db:cfa/mongodb,datastore,"CFA MongoDB (DocumentDB in prod): contacts, fund_accounts, hash_lookup — no unique index on hash",cfa,P0,real_source_running,compose mongo-cfa,repo:cfa,d488558e162c08e9fa04dff005f27d846ce88ad2,,,,,confirmed,money-and-statements,cfa/internal/database/migrations/1715709457_create_contacts_collection.go;1715709458_create_hash_lookup_collection.go;1715709459_create_fund_accounts_collection.go
db:edge/postgres,datastore,"PostgreSQL 15 -- Kong schema + plugin tables (basicauth_x_credentials, impersonation_grant, key identifiers)",edge,P0,real_source_running,ENV2_COMPOSE/docker-compose.m11.yml service `postgres-kong` (image postgres:15-alpine),,,,,,,confirmed,m11-trust-path,ENV2_COMPOSE/docker-compose.m11.yml
db:fts/mysql,datastore,MySQL 8.0 — fts schema (real migrations),fts,P0,real_source_running,ENV2_COMPOSE/docker-compose.yml service `mysql-fts` (volume mysql-fts-data),,,,,,"running container env2_compose-mysql-fts-1 (healthy). real engine, schema created by the repo's own migration binary (fts-migrate)",confirmed,fts-mozart;twin-inventory,fts/internal/migrations/runner.go:1;fts/internal/providers/database
db:fts/redis,datastore,"FTS Redis: machinery broker (scope fts_live), distributed mutex, cache (gateway tokens)",fts,P0,real_source_running,compose redis,,,,,,same machinery/redis client; queue scope differs (arena vs fts_live),confirmed,fts-mozart,fts/config/env.default.toml:60-105;fts/config/env.prod-live.toml:40-44;fts/internal/providers/mutex/provider.go:53-151;fts/internal/providers/queue/redis.go:1;fts/internal/gateway/auth.go:109-234
db:ledger/postgres,datastore,Postgres 15 — ledger (real RX migrations),ledger,P0,real_source_running,ENV2_COMPOSE/docker-compose.yml service `postgres-ledger` (volume postgres-ledger-data),repo:ledger,471ff4d5321b6b99a7965882d18f572a1adf5194,,,,"running container env2_compose-postgres-ledger-1 (healthy). real engine, schema created by the repo's own migration binary (ledger-migrate)",confirmed,money-and-statements;twin-inventory,ledger/config/default.toml [db.rx] [db.pg];ledger/internal/database/rx_migrations/
db:ledger/redis,datastore,"ledger Redis (mutex on transactor_event+transactor_id, idempotency mutex)",ledger,P1,real_source_running,compose redis,repo:ledger,471ff4d5321b6b99a7965882d18f572a1adf5194,,,,,confirmed,money-and-statements,ledger/internal/journal/core.go:2249 TakeMutexLock;ledger/config/default.toml [mutex]
db:payouts/elasticsearch,datastore,Elasticsearch payout index (fetch/list acceleration),payouts,P2,graph_only,,,,,,,No ES service in ENV2_COMPOSE,confirmed,payouts-core,payouts/config/default.toml:766-785;payouts/internal/elasticsearch:1;payouts/internal/app/payouts/backfill_payouts_es_doc.go:1
db:payouts/mysql,datastore,MySQL 8.0 — payouts schema (real migrations),payouts,P0,real_source_running,ENV2_COMPOSE/docker-compose.yml service `mysql-payouts` (volume mysql-payouts-data),,,,,,"running container env2_compose-mysql-payouts-1 (healthy). real engine, schema created by the repo's own migration binary (payouts-migrate)",confirmed,payouts-core;twin-inventory,payouts/config/default.toml:12-50;payouts/internal/provider/database.go:1
db:payouts/redis,datastore,"Payouts Redis (cache, mutex, in-flight reservation store)",payouts,P0,real_source_running,compose redis,,,,,,ENV2_COMPOSE/docker-compose.yml:268-276,confirmed,payouts-core,payouts/config/default.toml:81-92;payouts/internal/app/payouts/reservation/store.go:1;payouts/internal/app/payouts/reservation/scripts.go:1
db:payouts/tidb,datastore,TiDB read replica used by SLA monitor + tidb data-consistency checks,payouts,P2,graph_only,,,,,,,No TiDB in ENV2_COMPOSE; SLA-breach + tidb consistency crons inert in twin,confirmed,payouts-core,payouts/internal/app/tidb:1;payouts/internal/app/tidbDataConsistency:1;payouts/internal/app/common/appConstants/tidb.go:7
db:recon/postgres,datastore,recon-postgres (workflow_configs etc.) + recon-mysql-pg/rx,recon,P2,graph_only,,repo:recon,6974fec,,,,,confirmed,money-and-statements,recon/ARCHITECTURE.md:27-31
db:s2p/mysql,datastore,vendor_payments MySQL (source migrations),vendor-payments,P1,high_fidelity_replacement,s2p-mysql,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,,confirmed,zz-s2p-namespace,DOMAIN_REPLICAS/source_to_pay/runtime/mysql/init.sql
db:s2p/redis,datastore,vendor_payments Redis,vendor-payments,P2,high_fidelity_replacement,s2p-redis,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,,confirmed,zz-s2p-namespace,DOMAIN_REPLICAS/source_to_pay/docker-compose.yml
db:s2p/s2p-accounting-integrations-database_schema-0522384da96651b9,datastore,idx_audits_created_at,vendor-payments,P2,real_source_mapped_not_running,,repo:accounting-integrations,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:accounting-integrations:database_schema:0522384da96651b9
db:s2p/s2p-accounting-integrations-database_schema-144ba9b736365a4a,datastore,audits,vendor-payments,P2,real_source_mapped_not_running,,repo:accounting-integrations,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:accounting-integrations:database_schema:144ba9b736365a4a
db:s2p/s2p-accounting-integrations-database_schema-2753c8e4bca5e4c3,datastore,warehouse.payments.transactions,vendor-payments,P2,real_source_mapped_not_running,,repo:accounting-integrations,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:accounting-integrations:database_schema:2753c8e4bca5e4c3
db:s2p/s2p-accounting-integrations-database_schema-36e14b4c298561a8,datastore,idx_audits_mozart_id,vendor-payments,P2,real_source_mapped_not_running,,repo:accounting-integrations,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:accounting-integrations:database_schema:36e14b4c298561a8
db:s2p/s2p-accounting-integrations-database_schema-3f5d5348e32e4b0d,datastore,idx_audits_reference_id,vendor-payments,P2,real_source_mapped_not_running,,repo:accounting-integrations,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:accounting-integrations:database_schema:3f5d5348e32e4b0d
db:s2p/s2p-accounting-integrations-database_schema-3f7312eb2775dc79,datastore,idx_audits_gateway_action,vendor-payments,P2,real_source_mapped_not_running,,repo:accounting-integrations,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:accounting-integrations:database_schema:3f7312eb2775dc79
db:s2p/s2p-accounting-integrations-database_schema-56da0d27abbd856c,datastore,payments,vendor-payments,P2,real_source_mapped_not_running,,repo:accounting-integrations,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:accounting-integrations:database_schema:56da0d27abbd856c
db:s2p/s2p-accounting-integrations-database_schema-7a1583a5ed7d8add,datastore,idx_payments_order_id,vendor-payments,P2,real_source_mapped_not_running,,repo:accounting-integrations,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:accounting-integrations:database_schema:7a1583a5ed7d8add
db:s2p/s2p-accounting-integrations-database_schema-7d9b6b712c21da46,datastore,payments,vendor-payments,P2,real_source_mapped_not_running,,repo:accounting-integrations,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:accounting-integrations:database_schema:7d9b6b712c21da46
db:s2p/s2p-accounting-integrations-database_schema-8c3f58e87d036c25,datastore,warehouse.payments.transactions,vendor-payments,P2,real_source_mapped_not_running,,repo:accounting-integrations,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:accounting-integrations:database_schema:8c3f58e87d036c25
db:s2p/s2p-accounting-integrations-database_schema-8d88d30406063880,datastore,oauth_states,vendor-payments,P2,real_source_mapped_not_running,,repo:accounting-integrations,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:accounting-integrations:database_schema:8d88d30406063880
db:s2p/s2p-accounting-integrations-database_schema-94d266f8588ea857,datastore,payments,vendor-payments,P2,real_source_mapped_not_running,,repo:accounting-integrations,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:accounting-integrations:database_schema:94d266f8588ea857
db:s2p/s2p-accounting-integrations-database_schema-9d90a0cb73541639,datastore,accounting_mapper,vendor-payments,P2,real_source_mapped_not_running,,repo:accounting-integrations,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:accounting-integrations:database_schema:9d90a0cb73541639
db:s2p/s2p-accounting-integrations-database_schema-a3dcc1257a72d38a,datastore,integration_metadata,vendor-payments,P2,real_source_mapped_not_running,,repo:accounting-integrations,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:accounting-integrations:database_schema:a3dcc1257a72d38a
db:s2p/s2p-accounting-integrations-database_schema-aba729e5d8d86360,datastore,sagas,vendor-payments,P2,real_source_mapped_not_running,,repo:accounting-integrations,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:accounting-integrations:database_schema:aba729e5d8d86360
db:s2p/s2p-accounting-integrations-database_schema-afacaf78a844cb9e,datastore,idx_payments_merchant_created,vendor-payments,P2,real_source_mapped_not_running,,repo:accounting-integrations,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:accounting-integrations:database_schema:afacaf78a844cb9e
db:s2p/s2p-accounting-integrations-database_schema-b202337445094b73,datastore,integrations,vendor-payments,P2,real_source_mapped_not_running,,repo:accounting-integrations,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:accounting-integrations:database_schema:b202337445094b73
db:s2p/s2p-accounting-integrations-database_schema-b5dfba4f52495bd9,datastore,integrations,vendor-payments,P2,real_source_mapped_not_running,,repo:accounting-integrations,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:accounting-integrations:database_schema:b5dfba4f52495bd9
db:s2p/s2p-accounting-integrations-database_schema-b77e5a3d15da4621,datastore,payments,vendor-payments,P2,real_source_mapped_not_running,,repo:accounting-integrations,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:accounting-integrations:database_schema:b77e5a3d15da4621
db:s2p/s2p-accounting-integrations-database_schema-bb32d0f265f29c2e,datastore,idx_items_allocation,vendor-payments,P2,real_source_mapped_not_running,,repo:accounting-integrations,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:accounting-integrations:database_schema:bb32d0f265f29c2e
db:s2p/s2p-accounting-integrations-database_schema-be035d3c5a8f6af7,datastore,kafka_transactions,vendor-payments,P2,real_source_mapped_not_running,,repo:accounting-integrations,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:accounting-integrations:database_schema:be035d3c5a8f6af7
