from,to,type,via,identity,fidelity,confidence,source_refs
family:balance-refresh-reservations,journey:balance-refresh-reservations/v12,owns,,,,confirmed,
family:balance-refresh-reservations,journey:balance-refresh-reservations/v13,owns,,,,confirmed,
family:bank-channel-routing,journey:bank-channel-routing/bank-ambiguous-with-utr,owns,,,,confirmed,
family:bank-channel-routing,journey:bank-channel-routing/bank-ambiguous-without-utr,owns,,,,confirmed,
family:bank-channel-routing,journey:bank-channel-routing/bank-delayed-success,owns,,,,confirmed,
family:bank-channel-routing,journey:bank-channel-routing/bank-duplicate,owns,,,,confirmed,
family:bank-channel-routing,journey:bank-channel-routing/bank-hold,owns,,,,confirmed,
family:bank-channel-routing,journey:bank-channel-routing/bank-timeout,owns,,,,confirmed,
family:bank-channel-routing,journey:bank-channel-routing/kafka-direct-after-shared,owns,,,,confirmed,
family:bank-channel-routing,journey:bank-channel-routing/kafka-failed-dropped-direct,owns,,,,confirmed,
family:bank-channel-routing,journey:bank-channel-routing/kafka-failed-dropped-shared,owns,,,,confirmed,
family:bank-channel-routing,journey:bank-channel-routing/kafka-reversed-dropped-direct,owns,,,,confirmed,
family:bank-channel-routing,journey:bank-channel-routing/kafka-shared-source-failure,owns,,,,confirmed,
family:bank-channel-routing,journey:bank-channel-routing/m4-route-r-remap,owns,,,,confirmed,
family:bank-channel-routing,journey:bank-channel-routing/m4-route-r1,owns,,,,confirmed,
family:bank-channel-routing,journey:bank-channel-routing/m4-route-r2,owns,,,,confirmed,
family:bank-channel-routing,journey:bank-channel-routing/m4-route-r3,owns,,,,confirmed,
family:bank-channel-routing,journey:bank-channel-routing/v18,owns,,,,confirmed,
family:beneficiary-fund-accounts,ext:cfa,depends_on,,,real_source_running,confirmed,
family:beneficiary-fund-accounts,ext:fts,depends_on,,,real_source_running,confirmed,
family:beneficiary-fund-accounts,flag:dcs/bene_name_in_payout,depends_on,,,real_source_running,confirmed,
family:beneficiary-fund-accounts,flag:dcs/enable_beneficiary_name_in_response,depends_on,,,real_source_running,confirmed,
family:beneficiary-fund-accounts,flag:splitz/fund_account_optimisation_experiment,depends_on,,,real_source_running,confirmed,
family:beneficiary-fund-accounts,route:payouts/GET /v1/fund_accounts/validations/:id,implements,,,real_source_running,confirmed,
family:beneficiary-fund-accounts,route:payouts/GET /v1/payouts/mapped_vpa/:upi_number,implements,,,real_source_running,confirmed,
family:beneficiary-fund-accounts,route:payouts/POST /v1/fund_accounts/validations,implements,,,real_source_running,confirmed,
family:beneficiary-fund-accounts,route:payouts/POST /v1/fund_accounts/validations/update/fts,implements,,,real_source_running,confirmed,
family:beneficiary-fund-accounts,route:payouts/POST /v1/fund_accounts/validations/update/vpa,implements,,,real_source_running,confirmed,
family:beneficiary-fund-accounts,svc:payouts-api,depends_on,,,real_source_running,confirmed,
family:beneficiary-fund-accounts,table:payouts/bank_accounts,depends_on,,,real_source_running,confirmed,
family:beneficiary-fund-accounts,table:payouts/fund_accounts,depends_on,,,real_source_running,confirmed,
family:bulk-payouts,cron:payouts/process_batch_submitted_payouts,depends_on,,,real_source_mapped_not_running,confirmed,
family:bulk-payouts,flag:splitz/bulk_payout_concurrency_experiment,depends_on,,,real_source_mapped_not_running,confirmed,
family:bulk-payouts,flag:splitz/bulk_processing_optimisation_experiment,depends_on,,,real_source_mapped_not_running,confirmed,
family:bulk-payouts,route:payouts/POST /v1/cron/process_batch_submitted_payouts,implements,,,real_source_mapped_not_running,confirmed,
family:bulk-payouts,route:payouts/POST /v1/payouts/batch/process,implements,,,real_source_mapped_not_running,confirmed,
family:bulk-payouts,route:payouts/POST /v1/payouts/bulk,implements,,,real_source_mapped_not_running,confirmed,
family:bulk-payouts,route:payouts/POST /v1/payouts/bulk/validate,implements,,,real_source_mapped_not_running,confirmed,
family:bulk-payouts,state:payout/batch_submitted,depends_on,,,real_source_mapped_not_running,confirmed,
family:bulk-payouts,svc:payouts-api,depends_on,,,real_source_mapped_not_running,confirmed,
family:bulk-payouts,table:payouts/bulk_idempotency_keys,depends_on,,,real_source_mapped_not_running,confirmed,
family:bulk-payouts,worker:payouts/batch_submitted_merchants,depends_on,,,real_source_mapped_not_running,confirmed,
family:bulk-payouts,worker:payouts/bulk_payouts,depends_on,,,real_source_mapped_not_running,confirmed,
family:data-consistency,db:payouts/tidb,depends_on,,,real_source_mapped_not_running,confirmed,
family:data-consistency,ext:api-monolith,depends_on,,,real_source_mapped_not_running,confirmed,
family:data-consistency,flag:splitz/forDualWriteDirectPushToAPI,depends_on,,,real_source_mapped_not_running,confirmed,
family:data-consistency,route:payouts/POST /v1/cron/payouts_dual_write_failure_processing,implements,,,real_source_mapped_not_running,confirmed,
family:data-consistency,route:payouts/POST /v1/cron/reverse_dual_write,implements,,,real_source_mapped_not_running,confirmed,
family:data-consistency,route:payouts/POST /v1/cron/tidb_data_consistency_check,implements,,,real_source_mapped_not_running,confirmed,
family:data-consistency,route:payouts/POST /v1/payouts/consistency_checker,implements,,,real_source_mapped_not_running,confirmed,
family:data-consistency,table:payouts/fund_transfer_attempts_temp,depends_on,,,real_source_mapped_not_running,confirmed,
family:data-consistency,table:payouts/payouts_temp,depends_on,,,real_source_mapped_not_running,confirmed,
family:data-consistency,worker:payouts/api_queue_for_async_dual_write_direct_push,depends_on,,,real_source_mapped_not_running,confirmed,
family:data-consistency,worker:payouts/async_dual_write,depends_on,,,real_source_mapped_not_running,confirmed,
family:data-consistency,worker:payouts/data_consistency_checker,depends_on,,,real_source_mapped_not_running,confirmed,
family:data-consistency,worker:payouts/data_consistency_event,depends_on,,,real_source_mapped_not_running,confirmed,
family:direct-payouts,db:payouts/redis,depends_on,,,real_source_running,confirmed,
family:direct-payouts,ext:banking-accounts,depends_on,,,real_source_running,confirmed,
family:direct-payouts,ext:fts,depends_on,,,real_source_running,confirmed,
family:direct-payouts,flag:dcs/in_flight_reservation_enabled,depends_on,,,real_source_running,confirmed,
family:direct-payouts,journey:direct-payouts/m4-a,owns,,,,confirmed,
family:direct-payouts,journey:direct-payouts/m4-b,owns,,,,confirmed,
family:direct-payouts,journey:direct-payouts/m4-c,owns,,,,confirmed,
family:direct-payouts,journey:direct-payouts/m4-d,owns,,,,confirmed,
family:direct-payouts,journey:direct-payouts/route-direct-success,owns,,,,confirmed,
family:direct-payouts,journey:direct-payouts/route-failed-direct,owns,,,,confirmed,
family:direct-payouts,journey:direct-payouts/v08,owns,,,,confirmed,
family:direct-payouts,route:payouts/POST /v1/payouts,implements,,,real_source_running,confirmed,
family:direct-payouts,svc:payouts-api,depends_on,,,real_source_running,confirmed,
family:direct-payouts,table:payouts/banking_accounts,depends_on,,,real_source_running,confirmed,
family:direct-payouts,worker:payouts/partner_bank_hold_payouts,depends_on,,,real_source_running,confirmed,
family:failure-reversal-cancellation,journey:failure-reversal-cancellation/route-failed-shared,owns,,,,confirmed,
family:failure-reversal-cancellation,journey:failure-reversal-cancellation/route-returned,owns,,,,confirmed,
family:failure-reversal-cancellation,journey:failure-reversal-cancellation/v07,owns,,,,confirmed,
family:failure-reversal-cancellation,journey:failure-reversal-cancellation/v16,owns,,,,confirmed,
family:failure-reversal-cancellation,journey:failure-reversal-cancellation/v17,owns,,,,confirmed,
family:failure-reversal-cancellation,route:payouts/PATCH /v1/payouts/update_payouts_with_fts,implements,,,real_source_running,confirmed,
family:failure-reversal-cancellation,route:payouts/POST /v1/payouts/cancel_payout/:payout_id,implements,,,real_source_running,confirmed,
family:failure-reversal-cancellation,state:payout/cancelled,depends_on,,,real_source_running,confirmed,
family:failure-reversal-cancellation,state:payout/failed,depends_on,,,real_source_running,confirmed,
family:failure-reversal-cancellation,state:payout/reversed,depends_on,,,real_source_running,confirmed,
family:failure-reversal-cancellation,table:payouts/payout_status_details,depends_on,,,real_source_running,confirmed,
family:failure-reversal-cancellation,table:payouts/reversals,depends_on,,,real_source_running,confirmed,
family:failure-reversal-cancellation,worker:payouts/payout_create_failure_handling,depends_on,,,real_source_running,confirmed,
family:failure-reversal-cancellation,worker:payouts/payout_update_failure_handling,depends_on,,,real_source_running,confirmed,
family:fetch-list,db:payouts/elasticsearch,depends_on,,,real_source_running,confirmed,
family:fetch-list,flag:splitz/fetch_by_id_api_fallback_experiment,depends_on,,,real_source_running,confirmed,
family:fetch-list,flag:splitz/fetch_from_microservices_experiment,depends_on,,,real_source_running,confirmed,
family:fetch-list,flag:splitz/fetch_payout_by_id_via_orchestrator_experiment,depends_on,,,real_source_running,confirmed,
family:fetch-list,flag:splitz/use_api_db_for_payouts_experiment,depends_on,,,real_source_running,confirmed,
family:fetch-list,route:payouts/GET /v1/payouts,implements,,,real_source_running,confirmed,
family:fetch-list,route:payouts/GET /v1/payouts/:id,implements,,,real_source_running,confirmed,
family:fetch-list,route:payouts/GET /v1/payouts/fetch_multiple,implements,,,real_source_running,confirmed,
family:fetch-list,route:payouts/GET /v1/payouts/status_details/:id,implements,,,real_source_running,confirmed,
family:fetch-list,svc:payouts-api,depends_on,,,real_source_running,confirmed,
family:fetch-list,table:payouts/payout_status_details,depends_on,,,real_source_running,confirmed,
family:fund-management-payouts,cron:payouts/fund_management_payouts_check,depends_on,,,real_source_mapped_not_running,confirmed,
family:fund-management-payouts,flag:dcs/fmp_config,depends_on,,,real_source_mapped_not_running,confirmed,
family:fund-management-payouts,flag:splitz/fmp_initiate_experiment,depends_on,,,real_source_mapped_not_running,confirmed,
family:fund-management-payouts,route:payouts/POST /v1/cron/fund_management_payouts/check,implements,,,real_source_mapped_not_running,confirmed,
family:fund-management-payouts,route:payouts/PUT /v1/fund-management-payout/balance-config/merchants/:merchant_id,implements,,,real_source_mapped_not_running,confirmed,
family:fund-management-payouts,worker:payouts/fund_management_payout_check,depends_on,,,real_source_mapped_not_running,confirmed,
family:fund-management-payouts,worker:payouts/fund_management_payout_initiate,depends_on,,,real_source_mapped_not_running,confirmed,
family:idempotency-retries,flag:dcs/payout_idem_key_required,depends_on,,,real_source_running,confirmed,
family:idempotency-retries,flag:splitz/forDuplicatePayoutEvaluate,depends_on,,,real_source_running,confirmed,
family:idempotency-retries,flag:splitz/ikey_auto_enforcement_ramp_up,depends_on,,,real_source_running,confirmed,
family:idempotency-retries,journey:idempotency-retries/m4-g52,owns,,,,confirmed,
family:idempotency-retries,journey:idempotency-retries/v01,owns,,,,confirmed,
family:idempotency-retries,journey:idempotency-retries/v02,owns,,,,confirmed,
family:idempotency-retries,journey:idempotency-retries/v03,owns,,,,confirmed,
family:idempotency-retries,route:payouts/GET /v1/idempotency-keys/check-excluded,implements,,,real_source_running,confirmed,
family:idempotency-retries,route:payouts/POST /v1/payouts,implements,,,real_source_running,confirmed,
family:idempotency-retries,route:payouts/POST /v1/payouts/duplicate_payout_evaluate,implements,,,real_source_running,confirmed,
family:idempotency-retries,route:payouts/POST /v1/payouts/retry,implements,,,real_source_running,confirmed,
family:idempotency-retries,table:payouts/bulk_idempotency_keys,depends_on,,,real_source_running,confirmed,
family:idempotency-retries,table:payouts/duplicate_prevention_config,depends_on,,,real_source_running,confirmed,
family:idempotency-retries,table:payouts/idempotency_key_exclusions,depends_on,,,real_source_running,confirmed,
family:idempotency-retries,table:payouts/idempotency_keys,depends_on,,,real_source_running,confirmed,
family:idempotency-retries,table:payouts/payout_attempts,depends_on,,,real_source_running,confirmed,
family:internal-service-routes,identity:payouts-basic-auth:api,depends_on,,,real_source_running,confirmed,
family:internal-service-routes,identity:payouts-basic-auth:bankingaccounts,depends_on,,,real_source_running,confirmed,
family:internal-service-routes,identity:payouts-basic-auth:fts,depends_on,,,real_source_running,confirmed,
family:internal-service-routes,identity:payouts-basic-auth:irctc,depends_on,,,real_source_running,confirmed,
family:internal-service-routes,identity:payouts-basic-auth:merchantconfiguration,depends_on,,,real_source_running,confirmed,
family:internal-service-routes,identity:payouts-basic-auth:settlements,depends_on,,,real_source_running,confirmed,
family:internal-service-routes,identity:payouts-basic-auth:vendorpayments,depends_on,,,real_source_running,confirmed,
family:internal-service-routes,identity:payouts-basic-auth:workflow,depends_on,,,real_source_running,confirmed,
family:internal-service-routes,identity:payouts-basic-auth:xbalances,depends_on,,,real_source_running,confirmed,
family:internal-service-routes,identity:payouts-basic-auth:xperience,depends_on,,,real_source_running,confirmed,
family:internal-service-routes,journey:internal-service-routes/m4-g46,owns,,,,confirmed,
family:internal-service-routes,journey:internal-service-routes/m4-g47,owns,,,,confirmed,
family:internal-service-routes,journey:internal-service-routes/m4-g48,owns,,,,confirmed,
family:internal-service-routes,journey:internal-service-routes/m4-g49,owns,,,,confirmed,
family:internal-service-routes,journey:internal-service-routes/m4-g50,owns,,,,confirmed,
family:internal-service-routes,journey:internal-service-routes/m4-hd3,owns,,,,confirmed,
family:internal-service-routes,journey:internal-service-routes/v15,owns,,,,confirmed,
